userid,deposit_type_id,regularity,deposit_rate,issuance_date,expire_date
7855071114,877091091600,174,18,2008-04-05,2012-07-26
4280308312,357467492333,252,2,2016-08-18,2025-01-27
5258224623,432874878752,186,29,2014-09-03,2020-09-05
7858264590,105614138889,320,18,2009-05-27,2011-05-25
6867999466,643432566085,105,8,2013-08-23,2014-04-04
8086858240,697264516050,123,4,2014-12-05,2015-02-16
8692567810,803010509800,365,7,2017-08-30,2018-11-15
8025297219,260075065728,231,21,2015-12-28,2023-07-16
2775714600,725922107885,217,9,2016-07-20,2027-12-29
8675444079,703325140775,110,14,2015-11-19,2025-01-13
7547646552,248385178690,154,7,2012-12-22,2023-10-08
6630959074,691978195794,175,11,2010-12-12,2020-08-15
7101367551,512773597792,43,9,2015-01-10,2023-04-20
2950067552,834143234433,224,24,2010-07-02,2019-08-30
9839044073,311371988818,232,10,2012-03-20,2015-01-20
4852861399,717757728777,266,9,2010-02-23,2017-06-08
6421969996,395547381676,284,0,2013-07-29,2014-04-05
8420526191,544114915270,315,0,2010-06-20,2014-09-16
2696807648,106408341539,309,17,2016-06-20,2026-09-01
1876286752,792053306017,174,20,2014-05-30,2021-08-24
2471103004,699411424815,164,8,2012-03-19,2021-07-07
7446037634,652664633996,252,2,2008-10-05,2010-01-19
4003538950,412302643949,37,15,2010-05-06,2018-12-15
5764022086,450559855160,193,0,2015-11-13,2017-05-12
6404969088,648885419265,218,15,2012-02-10,2013-09-27
8487575577,592702886486,88,25,2013-04-19,2024-08-19
4956936321,773244624495,201,25,2010-12-01,2022-11-02
1508855440,311581834183,299,4,2010-11-27,2013-08-31
6676094634,693356808763,69,21,2010-10-15,2012-10-08
4845673234,599913291200,23,16,2016-02-01,2023-07-18
3423460113,720234165728,152,12,2017-02-13,2020-06-10
9249868035,418350753759,295,12,2016-02-14,2025-01-26
2516977271,372048722481,238,4,2015-07-19,2024-02-28
3469063609,812740556881,345,16,2011-01-06,2020-04-28
4205328157,311111310085,278,18,2015-05-05,2027-03-28
6936897453,772615976414,259,24,2019-04-28,2025-11-16
6330385238,281544796214,360,6,2009-07-12,2020-01-10
8158845027,502207505000,85,24,2012-09-28,2022-05-04
7851213648,770030688814,78,3,2013-08-07,2020-03-29
1079587582,819772643516,193,23,2013-07-28,2015-03-22
1494894428,685317114058,100,25,2010-12-08,2017-10-05
2855900156,242651539961,176,24,2018-02-03,2028-01-18
7093096232,128760491327,241,29,2019-06-01,2031-01-28
6804395179,529649378471,256,5,2013-03-11,2020-08-06
6896886800,239681678072,21,5,2014-04-01,2017-04-02
1657834851,714060985080,65,14,2019-02-03,2024-08-25
4689684696,423930731896,156,8,2016-12-30,2024-03-22
3590387678,921796802109,186,25,2010-12-04,2020-09-04
8512018922,486720700983,339,29,2013-12-08,2017-03-01
4551169345,608103495632,104,4,2014-10-03,2025-02-20
4252832218,925632036587,77,29,2013-06-05,2017-05-19
8447817856,219297442998,290,26,2011-10-02,2017-07-18
5333344449,690349100137,180,8,2012-11-08,2017-11-05
5347570631,941137492097,131,25,2009-08-01,2012-09-20
2388744141,278267166185,235,17,2013-09-04,2019-11-17
4403455986,499848683887,115,27,2017-06-08,2021-09-22
5772335600,144043750245,123,17,2016-03-06,2016-04-03
5121299745,280967861610,42,13,2012-04-20,2020-03-17
4600082159,568613498110,122,29,2015-08-02,2020-11-26
3468106791,396178891873,246,7,2013-01-15,2017-06-11
1945607006,745519261229,13,1,2015-04-06,2023-04-04
8639187181,146223438718,40,11,2018-04-03,2025-10-07
8524219423,632927728229,325,15,2019-04-14,2027-06-26
8555398904,109815690555,133,29,2011-02-16,2019-07-01
1892046670,976163652197,124,18,2018-07-13,2025-03-27
3326451473,192460281351,352,5,2010-01-20,2019-08-11
1847406527,817494857952,172,23,2015-02-22,2024-05-02
4369430985,508473498446,322,9,2009-03-09,2018-09-21
4989550322,729698189653,18,24,2011-10-16,2018-11-21
1399706874,356868440609,214,24,2013-02-24,2019-04-28
5927682561,741630362319,143,1,2011-12-31,2022-05-10
2376563278,482489601242,288,13,2012-05-11,2013-07-05
6548186087,683240238391,248,25,2008-02-28,2013-05-06
8472284694,598434933706,329,8,2012-06-18,2012-09-09
4293511077,615437677898,23,28,2008-05-25,2009-09-01
4545012661,800783883683,258,22,2014-06-24,2020-11-14
6161193588,518046532295,365,16,2018-12-06,2026-10-12
8774230662,750949641207,275,26,2014-04-22,2024-08-12
1686020366,970597998943,355,26,2014-04-07,2024-10-11
6392335145,732207853253,341,14,2009-09-24,2020-04-16
3055309402,978430206711,197,1,2018-08-23,2022-09-16
1724780862,718669178404,207,6,2015-04-23,2024-04-29
1250584735,156940125926,105,3,2013-10-23,2014-12-19
4598668410,284902502101,251,18,2012-03-19,2019-06-28
1290908335,452591155732,217,30,2010-12-04,2011-01-28
8604437626,429861869548,131,17,2018-07-19,2019-04-24
2080668127,265251956252,352,28,2009-06-02,2011-10-26
8633054876,417735302128,178,30,2018-01-17,2018-09-09
5211160557,924202896146,15,30,2009-01-19,2018-04-21
7957061352,265597554845,93,22,2011-02-06,2012-01-01
5587264119,981954331140,10,1,2011-12-13,2012-12-08
5976424835,214758963614,186,18,2014-04-01,2026-03-03
7156579763,832717038855,310,3,2012-05-27,2012-07-22
3537099840,855573094985,268,17,2011-10-17,2014-12-27
6561483116,112739240453,348,0,2019-03-27,2028-10-24
4824696740,588691772363,274,15,2010-05-21,2019-08-21
4824700228,512005614906,300,19,2010-04-14,2015-01-15
9235730361,545789697584,177,14,2016-10-24,2026-03-12
2902524408,799040500609,35,6,2013-09-10,2025-07-01
4078024472,534651704531,328,9,2015-05-19,2016-01-03
7094382506,740899181424,190,8,2019-06-23,2019-09-28
4886308682,316207663829,177,26,2009-12-22,2021-06-04
7381155383,646334596941,1,5,2018-12-11,2020-07-10
5628078501,389371776853,318,14,2010-11-20,2018-06-29
1856709520,214495811656,46,27,2013-06-27,2016-08-05
6517856142,119828184921,203,23,2019-11-12,2023-04-10
3531545011,371024200318,144,30,2010-09-14,2019-04-14
5700465677,832721112381,195,0,2016-01-17,2022-09-28
5921187879,568910329795,349,7,2017-12-24,2028-08-11
3738561274,558145757570,178,17,2008-04-26,2017-11-06
4731104281,404031905041,89,20,2012-01-22,2023-05-01
5492077111,611104476600,131,26,2008-12-22,2014-03-15
6937346196,167520388560,254,0,2016-10-21,2026-09-25
3505027506,229304279497,221,2,2014-02-17,2019-09-11
3532274237,272853458855,254,6,2009-05-18,2020-05-25
2859111962,807631415494,224,23,2017-05-11,2024-06-29
6921357195,674198388192,218,14,2015-08-19,2027-08-10
3629641176,470438954594,150,7,2008-07-31,2013-09-03
2414538955,138405942575,13,3,2011-08-05,2021-06-17
8166463179,856371169999,85,8,2013-10-05,2020-01-01
2605168460,177339918070,66,5,2014-09-05,2024-01-29
7077088557,589059064006,126,29,2016-10-02,2021-04-08
8036658381,405441792782,18,16,2012-03-04,2022-02-06
8842766394,558475118496,289,30,2019-09-22,2020-01-01
8508632910,404060898806,204,0,2013-05-20,2017-04-01
6282394262,556449448667,125,9,2013-12-13,2016-02-11
5098893428,902639249156,47,4,2013-05-06,2024-01-12
4946876869,129971432634,125,26,2017-01-30,2028-06-03
2472723062,211151869736,104,2,2008-10-04,2017-10-23
1818590251,472562631226,264,11,2011-08-07,2021-10-27
3916981427,623378859859,111,16,2017-10-10,2024-11-26
9710928779,234925088529,148,24,2010-11-21,2015-07-16
8960925866,774826750616,233,19,2018-11-15,2022-06-05
7624304345,545054069914,190,15,2015-03-07,2018-04-16
1622082014,275461028795,157,14,2015-04-16,2021-02-18
6294257367,691257101591,233,3,2013-06-29,2023-05-08
8239120175,552178686716,238,28,2008-05-15,2017-05-21
6546212084,405054209185,18,19,2011-07-23,2022-08-26
4687000060,522279488516,309,6,2008-08-12,2015-12-07
1535003596,657372342370,332,5,2013-11-05,2014-10-21
2308209561,539883819977,63,26,2014-03-06,2018-05-12
2633098660,407065531012,131,28,2019-06-08,2022-11-18
7704895922,391355400739,332,1,2009-10-22,2019-03-03
4985198040,241739892521,320,11,2008-05-25,2009-09-09
4603973523,277974756804,183,3,2011-08-14,2018-02-05
2525730873,587804996014,78,1,2017-03-23,2028-06-16
9643478917,708319100465,48,22,2014-07-02,2024-07-05
4932546166,703624495437,22,0,2018-10-20,2022-12-02
4834730577,900253390441,331,17,2018-05-03,2027-07-14
6146697624,931241439838,128,11,2010-09-28,2019-06-20
7078591631,152975354302,334,21,2017-02-13,2027-06-21
9312760611,578797480087,213,24,2014-02-10,2014-08-18
1098370260,474936093234,272,25,2014-03-25,2022-06-06
5530255738,335027977800,220,14,2016-04-24,2022-08-28
4695299079,390006820178,192,11,2010-04-05,2010-10-21
5736391755,814985168284,301,21,2011-09-23,2022-11-07
3175473150,139660973954,275,29,2008-02-16,2016-08-24
5909426978,190676261804,104,10,2012-02-27,2013-02-24
2233943509,717340711282,270,2,2018-05-25,2026-03-09
8445666200,351210764474,236,18,2014-03-13,2020-02-26
1205596600,595290355959,267,0,2012-07-11,2012-10-07
2746737931,520594996354,73,15,2013-02-25,2019-04-16
5580743104,268142937046,154,9,2015-06-12,2025-06-30
6252960184,536989520820,348,29,2016-12-19,2023-06-19
4395917349,992401958127,116,17,2014-12-05,2019-09-14
1659327473,121436841869,218,29,2017-08-08,2018-11-19
3309611796,409458504608,17,18,2014-11-21,2023-04-21
8693325548,822135728946,194,11,2009-01-04,2018-10-25
1953882025,913887843066,332,16,2013-01-18,2022-02-04
9719022829,795007613781,234,15,2016-03-25,2027-09-25
8866635940,294531258324,322,20,2016-10-07,2024-08-22
3324765588,591832388022,274,27,2011-08-21,2014-02-21
7974754037,757571219180,311,5,2019-06-19,2028-04-04
5404121969,992553395915,351,9,2017-06-20,2022-03-21
6686960043,910785409936,274,30,2013-04-09,2022-07-30
8899709370,605601952500,182,3,2014-07-06,2024-07-08
8331576027,366092965771,67,30,2009-07-08,2021-05-27
5107505502,214088433833,272,22,2015-01-02,2024-02-17
6455607717,235242484206,244,14,2013-10-15,2014-11-16
3680918661,460893188708,50,14,2018-03-17,2023-10-02
5250025781,140129074670,185,26,2019-07-26,2026-06-05
4669809923,453803754034,169,12,2014-07-02,2016-11-05
3252427010,821211920369,335,12,2014-06-02,2026-03-18
8408458622,158180895337,238,11,2010-04-04,2018-05-29
3474873427,676065112572,16,15,2018-07-13,2021-10-13
4043995141,876030296396,218,11,2017-02-16,2022-08-30
7797215098,333672670838,64,29,2008-05-03,2019-05-06
5425542166,845907715235,85,1,2012-07-27,2017-07-17
5712196408,702603300286,284,18,2019-10-01,2029-10-17
1110772027,215416331989,109,4,2016-03-22,2026-08-01
7699288326,369221986248,364,26,2012-07-11,2021-05-01
9296573878,747542316987,20,18,2015-07-02,2022-06-13
9652114015,867974700850,239,11,2013-12-22,2024-04-25
7039134672,137936397206,121,29,2015-11-07,2021-03-24
9243093917,337070406659,88,30,2015-03-14,2024-04-30
2402226219,714774034194,349,25,2013-11-26,2018-08-08
7230254099,365595238097,265,23,2013-02-02,2015-02-08
8836938191,521191371071,47,18,2018-09-10,2030-03-02
2652684151,634989033783,216,1,2017-10-26,2018-01-23
4369806188,572421534113,183,5,2017-05-17,2026-03-05
6993931936,262860755655,267,29,2012-06-09,2019-09-09
9000869906,603634924213,291,4,2015-10-21,2025-02-28
3073075796,942899356238,44,0,2017-06-18,2024-03-03
8119133286,659922045702,175,1,2016-03-07,2023-04-25
4378232203,535829417788,181,8,2011-06-05,2019-06-08
4218719242,204987989998,86,22,2018-08-31,2026-02-02
7663601061,633011652929,221,10,2017-05-06,2020-10-25
6840793319,698313730517,195,8,2013-12-03,2014-10-04
5784369886,160101975358,19,15,2013-12-26,2020-08-07
7562999519,986577301865,53,21,2009-12-20,2010-07-10
7431584997,921890783282,55,12,2008-12-09,2009-04-11
8858575733,790341565631,47,17,2014-05-11,2018-02-18
9308200481,880823732128,121,27,2015-06-15,2027-05-07
1915428815,709711922689,48,15,2019-06-29,2025-06-25
1478472911,471463244319,139,4,2010-12-26,2019-02-21
9068462866,284393402393,309,2,2011-07-24,2022-03-18
6341678073,679940281807,164,6,2018-12-05,2030-08-02
4725845776,686279310269,15,11,2014-03-30,2022-04-12
5663273323,892253223390,312,18,2008-08-24,2019-10-19
3378553518,342870105050,346,7,2019-04-08,2022-03-23
2961551951,449190353510,56,6,2009-09-13,2017-11-06
3638056673,466986355009,58,7,2016-11-01,2019-07-25
2669667977,175949999782,214,23,2016-06-25,2020-05-19
2556084179,240671104375,154,5,2018-04-19,2024-05-28
2834254281,441509773035,199,25,2010-03-20,2016-08-11
5718357487,209914897442,134,27,2019-08-06,2024-03-29
8353251879,759350615841,133,2,2017-03-18,2025-03-23
9089061597,489990801266,26,6,2010-05-10,2020-07-19
5012817595,410943450698,166,6,2009-02-07,2017-01-23
9776223473,835466344670,20,12,2011-04-03,2016-07-08
7292677821,975298787478,227,10,2018-12-06,2021-11-22
3959932099,724579005452,232,6,2010-05-06,2020-01-14
4800266285,712652654771,205,12,2018-12-28,2025-01-23
8554627595,903439565725,321,18,2012-10-15,2017-06-07
6874304050,453992459248,14,6,2019-07-09,2031-05-17
8553228536,351739111605,53,28,2017-06-24,2025-12-17
9668458855,340920881118,302,18,2013-07-08,2013-07-28
6947093001,498792845201,239,7,2008-05-14,2009-04-20
6308860576,698189702766,147,9,2009-03-16,2014-12-25
8092835360,923227327751,358,5,2010-06-10,2011-10-10
2439499512,311367953995,170,14,2018-02-02,2024-11-24
6395155676,995098506448,186,2,2009-06-09,2020-08-25
1528316911,821928176697,138,16,2011-03-07,2021-03-18
4219240971,161794386359,237,19,2017-12-20,2022-04-23
7009655607,275533616717,62,4,2014-04-28,2014-11-21
3921887763,610110946503,80,5,2014-02-15,2014-05-17
5407106802,206044754383,63,18,2016-04-25,2022-01-18
9134316410,268988573632,218,13,2009-07-24,2011-02-06
9949412117,295325904273,325,28,2014-10-09,2017-07-25
1893204858,544149719444,155,26,2008-08-01,2019-01-08
5230632750,115104221290,118,6,2015-11-23,2024-09-29
5109775690,583184268618,252,1,2013-01-30,2015-02-19
7043746452,652125031916,202,19,2009-01-30,2011-01-19
1876321175,213189839690,31,21,2017-06-16,2021-07-16
1613609837,266295645415,108,29,2015-07-02,2021-12-31
2208019590,942640268695,296,24,2009-09-14,2017-04-23
6449441109,509735085691,38,20,2014-03-16,2018-03-04
3667467264,187847337109,137,27,2019-05-05,2029-12-31
5147293448,319248050277,353,26,2015-06-21,2021-02-03
7228984732,914019675052,258,18,2016-11-10,2020-11-28
7577838416,778327551515,330,15,2013-07-16,2017-04-13
7801284171,524744291767,101,16,2012-03-15,2016-06-18
5273427649,591466438143,192,24,2017-10-07,2027-02-08
3070056376,183439040395,100,22,2019-11-10,2031-06-24
8801163046,489742910814,340,8,2011-08-15,2014-05-11
6469812172,176578732887,282,18,2011-11-05,2021-10-12
4248067879,184560482131,115,10,2014-03-25,2016-07-29
7725597628,997356755733,112,7,2009-09-19,2019-05-16
1615834099,367215119458,121,9,2008-03-28,2019-05-10
5660651386,336833261469,342,0,2017-11-03,2025-09-01
6155519133,534909340102,54,4,2016-07-08,2026-01-07
6589334757,816183269866,285,28,2008-09-06,2011-05-01
4492330827,683114804594,111,26,2014-08-02,2020-02-07
4585715796,321330426616,253,25,2009-02-14,2019-08-11
4579637169,825459244684,238,7,2015-05-31,2020-02-06
6819578791,786535251234,134,26,2017-03-01,2021-03-13
6707499244,491014573550,138,19,2019-06-04,2028-08-24
7856114580,103206585587,58,1,2017-03-03,2027-01-25
3155515753,258779028814,202,18,2013-03-31,2019-08-11
6973488653,291119492748,218,27,2015-07-15,2021-12-24
5213690589,621125563269,354,15,2015-02-14,2019-05-27
6142201983,241059957455,322,21,2014-08-30,2019-07-29
5636891250,744012881507,187,17,2015-09-14,2018-06-04
1577089999,445677296475,282,29,2014-12-25,2016-02-07
1624509715,960965205952,44,10,2018-03-03,2026-07-15
3792401446,477183576426,95,11,2011-03-23,2014-04-15
6561667649,253808472137,292,18,2015-09-22,2016-09-16
7550379801,691772409609,319,11,2016-04-03,2024-04-19
2300049319,953883605971,151,12,2018-05-25,2029-05-07
5384910547,692255681746,76,13,2014-05-21,2025-06-27
9619431051,931267643774,158,28,2017-09-22,2018-10-14
8566077725,869378385835,74,25,2016-01-31,2021-05-15
3811368100,192737026439,152,18,2008-03-27,2011-12-28
9158640325,800001488366,130,7,2012-09-19,2024-01-07
9898209316,968867288444,111,22,2008-01-06,2019-12-13
6136666059,352830430488,359,7,2018-02-23,2025-08-23
6386972243,864271409474,306,7,2011-03-02,2022-10-17
2007014487,902723115822,33,5,2012-07-23,2023-10-27
8393818970,518191614090,284,30,2016-05-01,2025-02-12
8500088297,667538471033,40,16,2016-12-27,2027-06-05
1947250327,181237902623,184,6,2016-12-20,2025-02-18
7917590449,639368440902,331,13,2017-04-22,2024-12-01
9637096560,841786675517,120,4,2014-12-30,2015-12-30
9641399461,829271802797,354,1,2010-02-04,2013-01-08
5268303121,383854935559,118,15,2012-01-08,2019-04-19
7475010878,961404921459,157,14,2011-07-27,2020-07-23
2739684888,775959848377,259,13,2008-09-06,2016-09-05
8585409803,642592556790,225,24,2015-06-01,2015-11-14
3546908331,836836950567,120,6,2013-09-10,2016-10-05
1967427876,913925427289,151,29,2019-11-24,2030-02-08
7398211684,760228931090,11,5,2016-07-08,2016-11-17
5110572695,258113463465,94,10,2010-08-08,2016-01-22
3696040678,283490528334,281,11,2014-10-09,2021-04-25
2927954281,582727216823,194,25,2009-06-07,2009-09-08
2126475594,107413924545,9,30,2017-03-06,2024-08-27
1843473468,808396880464,267,20,2013-09-02,2020-05-22
2696929573,346297372418,305,6,2010-05-10,2014-10-28
1949464761,811425083040,325,7,2014-08-31,2016-12-13
9664265427,314737271243,162,25,2016-08-20,2018-05-05
7732271927,125942797017,204,13,2008-06-15,2016-01-11
5939479675,398320925669,36,29,2015-03-25,2022-09-24
4820233492,611481512184,10,1,2018-08-23,2021-12-22
5514311258,924754713360,7,29,2015-07-27,2025-11-23
3678741785,926912408423,321,22,2013-05-30,2016-04-26
8450910775,819536075603,2,7,2016-11-11,2017-07-13
2879673927,916208229916,336,27,2014-05-02,2023-08-09
1355047478,303530927532,320,21,2013-08-20,2020-03-06
1960774526,939610312537,192,17,2009-04-11,2010-06-15
2484678189,353704730363,18,9,2015-04-26,2026-02-26
2712162333,638428367419,53,2,2018-01-19,2026-04-15
5774188488,964881239128,259,7,2019-10-28,2025-03-03
3619611811,219583288377,96,11,2018-10-12,2025-06-22
6549758717,902307660170,153,7,2012-08-06,2019-07-14
5438670086,686501022551,25,20,2012-01-21,2023-08-04
6049325385,749675741756,95,19,2018-11-08,2024-03-12
8614259095,423405499985,191,26,2011-04-22,2011-08-17
1554051629,525261185067,28,4,2014-08-29,2020-10-01
1919246126,664539718090,79,30,2014-02-12,2019-08-21
5625375806,713060898541,99,11,2009-06-07,2011-12-14
7308441567,191444686626,201,28,2015-02-05,2017-04-24
7303425038,637753920001,121,0,2012-01-14,2015-01-17
8003482417,287691279275,314,16,2010-11-05,2015-12-05
9658848554,863109126333,317,1,2019-11-12,2029-04-22
8661002867,802972618264,271,30,2011-11-10,2022-08-20
1196134100,936184206494,90,20,2014-12-05,2017-08-21
3791261267,694999014342,176,6,2019-10-03,2027-02-14
5078311338,681831372524,325,3,2012-08-12,2018-02-13
2924505879,524066176998,344,1,2012-02-28,2018-06-11
2183085082,511271123996,174,1,2015-08-30,2023-10-17
8799787423,295026972676,258,7,2018-07-05,2028-07-06
9954922055,460177923990,22,4,2017-03-22,2021-01-23
4565727015,334989244916,182,3,2019-05-31,2025-08-04
1360218163,810177895481,313,23,2019-01-26,2028-07-05
7905742017,855873148195,145,16,2014-04-22,2015-05-28
6405239689,621841252171,229,5,2015-08-13,2019-06-07
7466270988,591391433717,247,24,2010-09-04,2012-10-17
7035791726,815332203249,106,4,2011-02-14,2012-02-21
6840342747,876699617144,81,29,2011-12-14,2016-10-17
5269922090,566971297582,278,2,2016-09-19,2028-09-05
2501711485,320036337580,11,3,2011-01-16,2020-02-12
5485315246,805142242366,221,16,2010-08-26,2011-06-27
8358682061,752309564898,184,3,2014-12-22,2019-09-21
6079682556,672351699278,232,28,2014-03-24,2022-10-06
8113840960,902307618914,323,7,2016-03-28,2026-08-29
5343914838,252194997826,46,8,2016-01-05,2025-01-08
4367591576,994575880963,359,3,2010-10-25,2015-10-11
6777774071,485931862888,76,8,2014-02-04,2025-08-26
6378082155,796222908792,175,19,2012-09-19,2018-05-05
7115717633,430576775560,48,10,2017-08-23,2025-11-11
4225929522,126102402612,13,17,2011-02-26,2015-07-18
1223633777,907344586273,255,17,2016-07-13,2024-07-23
3794295792,394702755390,49,18,2012-12-07,2013-02-14
5205091646,229027271397,171,22,2018-04-20,2018-09-04
6892414688,765314562311,137,11,2010-05-01,2018-06-04
7911836449,203277813701,218,27,2013-12-03,2017-05-02
7460253049,584333500355,138,6,2018-03-15,2023-07-16
5250590825,406919909332,149,14,2010-09-19,2014-05-17
6327546915,733647661606,334,16,2013-04-13,2022-04-25
1116463965,462157706556,174,13,2016-02-14,2019-08-18
9042220898,996160553570,285,0,2008-10-24,2014-11-01
6527475000,549658461297,287,26,2013-07-16,2022-04-19
3483159493,931524063314,277,27,2018-03-30,2018-11-04
7852459088,564433151049,278,5,2009-02-02,2009-07-04
5250570057,498320919301,273,26,2018-08-24,2021-12-15
3822194142,410314731635,57,23,2011-07-10,2013-05-31
9343986811,839133066331,347,27,2011-10-02,2022-04-23
9490674439,335011492523,325,9,2015-01-16,2020-05-01
8169012356,544880935094,70,21,2014-06-02,2024-05-31
2295484364,185736160190,186,29,2013-01-10,2019-11-17
6714613008,598363674915,139,14,2011-09-22,2014-08-10
2732284785,935679154307,176,16,2013-08-12,2023-04-06
4359034090,117295377386,96,26,2017-04-23,2022-03-10
3945567542,555900744947,310,24,2014-05-09,2016-02-02
7405336713,597811308039,263,24,2016-02-15,2017-05-02
1166319988,361606624895,325,27,2008-08-29,2012-09-16
4793660512,361156515734,125,18,2011-10-01,2016-01-24
5331009538,805685097571,148,18,2014-01-28,2019-07-08
5841044110,227328390770,230,18,2014-05-15,2020-01-21
8284707552,793223562323,57,14,2015-06-18,2021-08-22
3198020369,212004537255,362,21,2015-06-23,2017-07-29
2369255066,311423584489,308,18,2016-11-23,2023-03-06
7092633187,523234083686,25,15,2018-07-22,2030-04-19
2467814872,436043389836,89,4,2009-02-17,2016-09-03
1361601409,495791393771,215,17,2015-08-20,2017-01-30
2864071212,119788286152,119,21,2011-01-02,2018-06-07
1071468630,332125465155,270,11,2019-03-26,2028-05-22
7166454917,247971486761,61,23,2019-04-01,2030-02-12
5954626481,833733303855,124,1,2014-07-11,2017-07-26
6071497425,431193471659,353,23,2010-01-18,2014-10-02
3065351736,567916299498,256,25,2017-07-03,2023-03-11
4250441640,479400278096,201,10,2012-12-27,2013-05-10
6981447308,596721585732,102,14,2013-01-25,2020-03-29
6791749314,725399042459,259,25,2017-06-23,2017-08-13
5368951060,564115671687,117,30,2018-12-13,2030-01-03
4810167619,138851107173,121,16,2018-04-11,2026-06-09
5721728911,388980144288,342,0,2012-05-07,2019-03-14
1785537448,155304450690,253,5,2011-08-21,2018-02-06
7896578271,717502636065,243,22,2013-09-29,2023-02-12
4634962452,992892523115,74,5,2011-11-04,2020-03-23
4526878147,734045670448,49,10,2009-01-05,2018-12-05
1234639166,989076360525,205,29,2016-07-04,2019-06-24
6925401396,500929774175,98,30,2012-10-14,2022-08-24
2117809674,251373117973,315,28,2015-04-13,2018-08-06
6981520714,427410125092,308,17,2015-05-31,2023-06-14
4508385514,152989693742,70,18,2008-02-01,2016-10-07
4982675672,937217825103,304,4,2019-07-06,2031-01-14
8838903240,568342781699,276,8,2011-09-06,2016-09-30
2314656844,535588228369,29,24,2008-08-23,2017-06-16
7124576619,943371093389,284,21,2011-08-29,2015-04-18
8836924081,645645401482,110,30,2008-05-14,2017-03-08
8424892174,973917598097,12,3,2019-08-17,2022-09-24
3631176233,326865022657,113,2,2012-09-04,2015-03-15
3652228484,633122596153,187,16,2008-02-14,2010-12-20
9930438956,404879847451,194,14,2016-01-04,2016-01-16
2539430709,127138841314,198,19,2010-12-17,2015-04-08
8026217246,903822599499,246,20,2011-11-21,2013-03-06
5070246099,868926406555,180,0,2018-04-06,2027-03-20
8445736628,622799724184,149,0,2014-05-29,2020-09-24
6104391850,645603475862,25,24,2015-12-05,2025-04-18
7002786267,161400253203,14,23,2015-04-23,2021-08-16
2931650370,526706881185,29,9,2018-02-28,2025-04-23
9713966688,481144203046,24,16,2010-10-10,2017-07-19
1195883994,325349427994,356,5,2018-01-01,2019-09-14
2169116865,766616321061,31,29,2012-05-14,2022-05-05
8121908301,762668898604,181,16,2016-07-15,2017-03-13
4911107863,351372223866,121,1,2014-07-03,2015-09-08
5520863283,276334418666,57,0,2015-01-12,2022-12-20
9419290373,220484835702,222,25,2008-10-30,2019-09-21
9873824573,255341286456,114,1,2013-07-28,2020-03-10
5465661273,938287258251,100,29,2019-04-14,2019-11-23
8092144556,751060570493,165,9,2008-01-24,2018-11-13
5373271387,767052887377,214,16,2009-07-05,2011-03-15
2387171970,439240068027,299,24,2012-07-24,2014-02-27
8845980742,761350007873,167,19,2009-02-10,2019-08-11
8187423370,256642954606,200,5,2015-02-19,2017-05-09
9546852834,421767944149,103,18,2013-11-28,2024-05-05
3269521452,896396571962,117,0,2016-04-21,2025-10-19
3226742889,782333747934,89,8,2015-07-04,2018-11-22
4842502184,500057908159,189,15,2018-12-07,2028-10-06
4369905339,643081268549,162,2,2009-05-22,2011-05-11
8583794231,303847732738,22,0,2018-11-11,2026-11-07
9438002463,381787830788,5,3,2018-09-24,2019-05-16
2536011008,791206162326,7,17,2012-11-29,2021-08-18
6592150439,673609880182,94,27,2013-10-31,2021-03-04
1612283080,278155855296,85,27,2018-11-28,2020-02-01
9368675806,108356533589,363,22,2014-02-27,2018-01-27
3862666381,287878202969,16,25,2018-02-28,2023-08-13
1026513651,698205175971,26,3,2014-03-06,2025-02-26
5812346723,834274767725,22,19,2015-02-12,2017-01-04
1150740159,706240631488,9,20,2011-04-06,2022-11-19
6542226283,723189351285,87,30,2015-10-25,2021-03-06
9107381204,102425184773,45,18,2009-07-09,2009-09-29
8704573778,338307815072,220,21,2012-03-26,2013-12-05
4399013800,799764866335,265,19,2008-12-24,2018-06-13
1278298833,743139477955,234,1,2010-06-14,2021-02-21
3309838945,749865245101,54,30,2015-09-16,2018-04-17
3545233463,585289006808,276,8,2019-10-03,2031-07-02
8456437171,630380173985,62,27,2018-06-29,2023-07-05
8815506517,335584465079,23,21,2010-11-20,2016-06-08
5864247817,622245865888,16,26,2013-07-05,2014-09-11
9791145947,315645161822,88,3,2018-09-21,2029-04-18
5880182764,939478318280,253,24,2016-12-30,2020-02-04
1877366872,795453920050,288,29,2016-05-09,2019-01-24
2700612059,255124669245,68,1,2017-10-04,2020-03-12
4698251993,483682599795,144,22,2015-09-22,2023-02-01
2905410716,506248509688,105,13,2011-04-25,2017-06-16
5988618599,524438649554,113,18,2014-06-09,2017-03-31
9666132742,195023267472,200,21,2016-12-23,2018-07-20
9169564276,337460658231,273,13,2009-02-06,2020-04-26
4416710774,369594724638,3,12,2015-05-15,2021-06-17
9556127294,493390101796,121,0,2017-04-26,2021-01-10
1854248656,916219629351,168,16,2016-04-03,2026-03-23
6414796997,159841515921,235,22,2016-09-18,2019-03-27
6845156695,215075614667,173,26,2017-09-08,2021-02-05
7686388686,490877643438,112,5,2008-09-30,2010-11-04
8979091407,250059947817,199,27,2016-06-06,2025-08-30
7442487750,666447334697,3,29,2017-10-02,2026-12-04
7083213083,188096605019,21,20,2010-01-05,2021-02-06
