userid,credit_type_id,regularity,credit_rate,issuance_date,expire_date
3661281649,774391411678,45,6,2009-08-19,2021-03-15
7231265630,667182660976,261,5,2013-09-01,2023-03-27
8710847271,909640457937,53,6,2013-03-29,2014-02-07
4986384733,531107314676,59,28,2010-02-09,2018-12-12
8090704887,230002901367,111,17,2014-05-31,2020-02-04
2764028141,281227698063,74,26,2017-01-07,2022-12-13
1262992353,145628045103,141,15,2012-09-18,2019-01-15
3897272144,439599524184,43,18,2016-08-13,2021-12-21
7942369292,778987898256,110,9,2009-05-27,2011-12-13
8774068845,450244481184,129,1,2017-11-03,2019-12-25
5043308388,191717917974,173,9,2011-04-09,2022-05-06
6994592944,274117849693,29,12,2009-01-27,2009-07-27
2121625893,580292275179,305,30,2017-05-24,2026-01-07
5515193088,696803911911,177,21,2016-10-05,2017-05-18
3642554700,964982985278,225,11,2019-07-31,2031-03-21
1599172945,218761219678,28,26,2016-05-10,2023-09-29
7569519412,214415500838,156,28,2014-11-09,2021-09-12
8178359422,170886298247,151,15,2019-06-10,2020-08-10
8673133485,185178014945,69,10,2009-11-13,2011-08-19
5164981304,205349721579,235,26,2018-07-28,2022-03-25
4155019047,171615848175,251,11,2016-02-23,2026-07-30
8571711281,243445672142,190,4,2009-03-25,2019-01-15
8341636940,732870263984,184,12,2008-10-21,2018-03-20
4371919006,117764034653,117,10,2011-07-22,2013-11-05
4855589124,777152327392,102,14,2009-05-22,2016-02-27
5679531092,167984081332,74,4,2015-10-04,2021-04-13
7945739548,402102145317,92,20,2019-12-10,2020-11-13
1725149337,320708908179,3,3,2013-01-26,2018-02-10
5741325493,668335075488,251,22,2017-06-05,2026-05-24
3476467547,266793931750,194,20,2011-01-25,2018-09-29
8775696137,607900590355,18,23,2011-09-13,2013-10-18
4500999885,565170926959,285,9,2009-03-21,2012-04-07
2184320635,337930268201,12,11,2010-03-16,2019-07-13
3031925756,453759260764,84,10,2015-07-27,2019-04-12
6896821031,658240380932,271,25,2018-07-14,2026-01-13
4973085290,665125431599,261,7,2017-09-23,2024-01-19
6841821481,726517542685,15,17,2010-11-28,2020-12-19
4454743826,903914513046,75,16,2013-07-15,2024-07-27
1861373296,490537172006,106,8,2010-10-13,2022-05-24
8176254266,474060285192,164,2,2018-09-22,2025-04-29
4921546375,490532893788,165,24,2019-11-01,2026-04-18
9335482018,441643091466,266,2,2009-03-16,2012-06-29
8960101985,195395872765,296,24,2018-03-28,2024-04-02
9007556353,353947867048,276,30,2016-12-15,2019-05-05
2270641079,843604604237,56,9,2010-06-26,2013-11-26
8675123337,288295743760,307,0,2015-07-25,2018-04-03
9662520002,569509080369,192,9,2019-09-15,2024-10-25
7587617107,141004401166,105,28,2019-12-02,2029-08-01
2488735409,375412610758,108,9,2017-09-09,2026-11-30
1472543777,230449815970,259,28,2015-03-29,2022-08-04
3875834140,627623473490,112,21,2013-05-19,2024-02-19
1913437768,526359912412,53,30,2009-06-12,2009-12-21
4863796865,655741983708,57,4,2016-11-26,2020-02-25
7027587974,822439992123,120,5,2011-07-04,2023-03-20
4011348442,601715019422,351,7,2018-12-16,2024-01-21
4569894872,972413617421,159,16,2014-03-10,2025-09-04
4197617774,573448916317,18,25,2010-01-29,2020-05-22
4820565378,587869049520,114,24,2016-04-28,2020-09-23
1069498673,911592952973,242,9,2016-02-28,2018-11-07
3137306315,633704135278,163,21,2016-11-22,2024-05-04
5073116324,597682699748,176,24,2013-11-15,2013-12-14
5869210989,547849556877,316,23,2018-03-07,2027-09-03
9262134902,314269999513,106,1,2017-12-16,2021-08-14
4499028638,707951383436,200,1,2018-02-13,2018-09-30
5620854561,318544394235,265,1,2016-02-24,2016-12-19
9561309501,885248170894,8,23,2010-05-31,2014-06-15
6087537698,179350524383,65,5,2009-06-30,2010-02-28
1893829824,941071034817,212,2,2010-06-28,2020-04-07
3137552961,304098806331,326,19,2014-07-30,2017-09-20
4902497752,727928812772,43,18,2009-03-10,2018-10-05
4588623652,235671129389,212,25,2016-07-25,2022-12-29
3727906360,748434822802,177,9,2016-01-09,2016-10-26
9410360108,151733398842,363,21,2011-10-20,2016-09-06
4139624242,353192640495,25,4,2011-07-27,2020-10-02
2052890125,459909083469,17,25,2018-12-25,2029-05-27
9897544996,558861957624,322,17,2010-07-14,2022-06-20
4111803329,250468367152,35,19,2013-10-30,2014-05-13
3001943711,137917176230,342,16,2012-08-02,2022-08-25
1990794878,594857215471,149,4,2015-07-21,2022-08-27
3234032238,294629841905,303,10,2018-06-01,2026-10-21
9436075126,261633107770,310,26,2019-09-20,2026-08-15
1940709196,220202856992,80,20,2011-11-20,2020-01-19
2619518140,104633262222,327,26,2011-06-06,2023-02-13
4919389903,926278317598,301,12,2019-04-25,2030-07-09
3725358748,414032942699,320,27,2015-02-17,2023-10-04
5607805928,458593245655,69,24,2010-11-20,2022-09-24
9053261956,661389688555,57,6,2009-02-05,2011-07-03
1870689182,144293074196,232,1,2008-10-31,2015-07-15
3026419970,427918674829,5,16,2017-07-14,2025-12-13
2991396643,174714328366,57,17,2009-08-24,2015-07-28
9467170634,933970939377,79,13,2016-12-15,2025-08-08
1017710443,689644552144,202,15,2019-11-26,2030-05-18
4493733458,956614650648,56,13,2009-07-20,2014-10-29
4910621138,755719844782,161,18,2015-11-29,2016-01-26
1925239220,557794973730,82,16,2013-05-23,2017-07-31
6704732545,266411711140,258,16,2008-10-21,2012-10-30
2847395929,830024320989,313,2,2014-05-14,2025-05-12
5685911642,849626375558,222,24,2016-06-13,2016-10-24
3341290287,744708306097,201,28,2019-01-13,2023-06-15
5679262639,866543416484,222,19,2010-10-26,2018-04-04
1506075201,976723132548,172,29,2012-10-14,2016-10-23
1146963570,119419864040,187,11,2017-05-29,2027-01-16
3147499394,320186868203,209,27,2016-04-01,2021-03-30
8300530340,305692581508,215,6,2012-06-17,2017-08-12
9089288291,946993141678,261,2,2019-10-19,2022-02-26
1645397723,849699698963,245,29,2018-03-25,2030-01-31
8050343003,760914068562,260,20,2017-08-10,2021-01-01
6001131486,764164534411,49,22,2012-12-25,2014-06-18
3995544157,674146959681,119,29,2008-05-17,2015-01-31
5027163353,987844553345,78,21,2011-07-01,2019-09-26
7492798766,995375558106,230,15,2010-09-01,2021-04-05
3132831134,152169683657,260,20,2014-03-23,2022-05-20
9513588808,708729987943,233,11,2010-07-19,2011-06-17
3038856415,166210700581,109,7,2019-02-09,2021-01-04
9521655785,190112112996,310,3,2018-02-24,2020-08-19
2110099642,255807266691,20,9,2009-05-05,2012-03-24
1865224851,766145268089,328,6,2014-05-08,2017-12-14
9845460238,801055193382,195,16,2017-04-10,2019-02-16
4533434000,413777677121,361,0,2016-06-26,2023-10-11
6138794577,561512409892,104,25,2014-12-01,2018-08-01
6618165586,596387841738,318,12,2016-11-02,2024-11-22
6477068945,882850118399,70,21,2015-05-11,2024-06-06
4446395262,171131905457,342,2,2016-06-27,2020-12-19
7637065539,819090787215,86,18,2018-10-05,2020-01-24
6969055071,121576537826,301,27,2008-01-20,2012-12-30
6602469018,267505926334,240,23,2017-01-30,2020-06-01
6152548398,519596999450,130,23,2013-02-25,2021-02-20
5156855304,254700735361,27,6,2015-10-29,2019-06-09
4395281895,353961621592,256,25,2008-03-29,2014-02-28
5512385200,426407113534,173,14,2008-11-29,2013-08-08
3365342143,700344503569,112,30,2017-02-25,2018-10-27
3121589558,932039053203,205,13,2018-12-28,2029-09-16
3594373131,926122777177,2,20,2017-06-22,2018-10-04
1675664449,678308647327,88,8,2010-02-12,2018-04-26
5535513754,141405233938,79,5,2010-08-30,2022-07-18
6470881415,601771620495,52,25,2011-03-06,2015-06-04
4681301204,898421191115,62,8,2017-05-25,2027-07-24
6555445162,322784671581,337,26,2018-08-15,2030-07-02
7534039144,911425209161,189,13,2018-05-31,2020-03-02
9577210008,662791372332,152,1,2008-06-28,2013-04-24
9284874253,812588823482,144,21,2017-04-30,2021-08-11
3444270960,166602728191,193,15,2018-04-02,2029-10-06
1238155816,771692207699,75,17,2009-06-02,2013-04-12
8279054831,498799079103,91,8,2008-01-02,2018-06-23
8929116724,116100031175,145,7,2015-01-22,2016-04-29
6906483760,441619858042,329,14,2017-05-05,2020-12-29
8671109866,184929846760,36,10,2010-10-31,2011-12-24
4438972648,684422540883,88,4,2016-05-07,2017-07-27
6516857069,617512975956,99,8,2012-11-29,2020-12-10
8814976125,203559604233,202,26,2018-10-13,2025-10-26
4873623942,539895486862,167,27,2010-06-24,2017-08-31
9266474688,709468355175,226,2,2012-01-06,2017-03-08
7606218962,499073598113,252,11,2012-06-12,2012-06-14
2871930196,414949855576,194,11,2015-11-07,2026-02-21
4519725616,692112227228,98,18,2013-05-15,2015-08-07
2222124680,837364496209,80,6,2013-09-13,2024-12-21
3810549800,504573540167,247,16,2011-03-07,2020-08-21
1474487264,506118473288,323,16,2013-09-13,2022-03-14
8280192176,398418852780,315,0,2013-05-23,2023-08-11
2008348399,549772057837,196,20,2018-04-21,2025-01-27
8312754565,193928055762,13,3,2012-12-23,2024-08-20
3129161655,199185545734,254,3,2013-09-02,2023-12-25
4925923301,195896259696,7,23,2011-05-16,2020-03-09
3332266857,319999387062,360,5,2013-12-04,2018-04-12
7914449538,810839355540,286,17,2009-10-18,2020-07-04
6136382501,988184676541,322,2,2010-04-29,2017-12-07
7708927159,791402855456,244,15,2014-04-13,2022-08-03
4116632527,700721632105,55,11,2010-08-26,2013-02-24
9234848634,765688856222,62,30,2013-02-09,2024-07-28
1183208601,181816352369,158,15,2018-12-23,2027-05-24
1652066848,618936613808,222,6,2018-12-06,2020-08-19
3552475928,983924610078,347,28,2015-06-25,2026-05-14
2775353662,582369813994,56,16,2016-05-22,2027-06-08
1612289018,362161130644,79,15,2011-04-29,2018-03-21
3209075831,105037387685,350,4,2008-06-05,2019-05-21
3613758040,510670180473,357,9,2018-03-31,2021-04-17
2864096325,425595045440,87,13,2018-12-05,2027-04-17
1861359467,222192684314,134,14,2008-12-17,2012-07-25
6511518152,393866025410,285,21,2016-01-22,2018-11-13
3221457657,292550229557,29,2,2015-10-27,2020-02-28
2133049984,251756722580,142,9,2010-05-27,2011-02-16
4647501770,199185326512,357,6,2016-03-20,2025-11-06
1695050543,519640768525,155,18,2010-10-05,2019-04-03
5571835387,920627558027,223,15,2018-09-17,2025-04-29
1408280131,648468939588,171,1,2011-12-23,2019-06-25
3900053743,123198326599,134,2,2013-01-05,2016-11-20
4982618378,389514546642,119,1,2013-06-12,2021-12-24
4460548614,741802923302,217,27,2018-07-04,2021-05-08
2754078486,608752164611,224,2,2019-05-14,2029-06-17
8211405639,850876310744,365,16,2008-01-16,2018-10-13
8158599950,932981423442,354,26,2017-02-12,2025-02-11
5046767703,318949158990,126,21,2009-11-30,2011-01-07
7920548853,386557836687,219,22,2014-02-22,2015-06-14
9905143613,501556456125,198,21,2019-07-01,2020-07-25
4314777177,858953520878,343,4,2014-11-15,2026-01-11
5206710696,989750106911,94,27,2009-02-06,2014-10-05
8694792444,301284770249,21,27,2008-09-03,2011-09-13
4219658829,203900450477,199,15,2011-08-26,2023-05-18
6014462373,110897404910,40,8,2015-01-16,2026-08-26
3398156458,553380267998,354,5,2009-12-26,2013-11-03
8135498398,705796157683,271,21,2018-06-06,2019-09-21
2678682010,948090767505,245,10,2010-07-25,2016-03-01
4331950597,560127397091,119,16,2018-01-20,2022-06-07
3104067477,146971508606,116,0,2008-08-13,2019-08-30
9703620030,119691742520,36,26,2014-12-31,2019-01-26
8869150199,127852417979,89,4,2008-12-05,2012-07-17
8824538322,635461111418,230,6,2018-11-20,2023-12-08
7941647923,353930714782,197,2,2012-07-23,2012-10-09
2077062900,386824236890,257,3,2009-08-17,2011-02-13
5002642175,162932054180,226,18,2015-03-12,2017-02-08
9591231187,425279281600,51,8,2009-12-15,2011-01-16
8425081313,820313641144,35,15,2016-05-19,2025-11-10
8249039761,405622361212,337,3,2016-11-08,2026-07-29
3288416185,153702932424,239,28,2018-02-19,2021-05-19
1260408087,641940135117,39,22,2012-01-03,2021-10-14
5285399648,129418206587,77,22,2019-09-13,2026-01-03
2432117000,935912794284,220,0,2017-07-03,2023-09-09
9413703172,744931266320,98,30,2009-10-12,2014-01-25
8726872414,794727383027,28,23,2009-10-27,2016-09-15
8957536795,802029926052,85,20,2012-05-12,2016-01-19
3426173601,626979586852,237,1,2016-02-27,2024-06-18
6447357514,869591380944,239,2,2018-01-02,2025-06-06
8737335162,208076567531,198,29,2008-08-27,2019-01-04
8787729339,629516607703,147,28,2012-03-20,2016-09-19
6487933240,830474078963,130,16,2011-12-28,2017-05-09
9128711286,180725824499,260,14,2017-09-07,2029-02-07
4525060027,689396566085,107,6,2010-09-04,2016-03-27
9879485304,666440376841,238,9,2009-12-10,2015-02-10
8154472615,543498521843,22,2,2012-01-30,2012-10-15
6455416778,618766115501,146,13,2016-04-30,2020-07-17
3300871841,358503798944,239,20,2015-10-17,2025-07-24
7265222730,714677035118,40,30,2016-07-02,2021-04-21
9626782171,318019440569,7,9,2017-06-04,2023-11-19
5688134837,872065625532,212,0,2015-02-22,2023-11-01
3941351035,709466460833,246,6,2017-10-02,2024-04-19
5718784609,748526616651,240,23,2017-09-11,2018-01-02
2197034721,816002059936,78,0,2013-03-20,2014-03-09
7298358943,460517102505,134,21,2016-09-25,2018-04-15
1549640589,301696707832,29,7,2015-08-23,2021-09-18
8231879141,829196140374,267,0,2014-06-17,2018-11-27
9201367231,406813514541,121,6,2013-08-30,2015-08-29
5377744154,786133762831,337,8,2016-04-04,2017-08-13
3995028364,477354654271,357,4,2012-04-19,2014-04-12
8268559234,237808753961,344,28,2019-01-20,2024-05-20
6127216950,712742193372,15,4,2014-01-09,2016-11-27
9186006482,903943314975,78,18,2009-04-24,2013-07-28
1741526547,694382097217,76,9,2015-01-16,2016-10-01
3783158867,245330796546,192,16,2010-05-26,2019-10-23
4596954509,887003021064,47,8,2019-08-04,2026-04-16
6058272738,735059462995,19,11,2013-10-27,2025-07-05
9096240998,288515049965,126,16,2012-04-14,2019-11-24
9769353946,626951889361,154,2,2019-05-06,2027-10-07
2128793444,776932353387,108,19,2009-10-21,2020-05-20
6997823477,325200394830,259,6,2008-01-28,2013-10-31
7609079696,756279565465,230,15,2016-06-03,2018-09-13
3758864265,786223361233,177,5,2013-06-25,2015-05-09
4711856380,338242569229,333,15,2013-06-28,2021-09-11
2348120533,192103688796,343,11,2013-05-11,2025-03-21
5613052331,648511360230,321,25,2010-07-26,2015-05-05
9837379091,199121065137,347,15,2008-07-10,2015-12-18
4466942339,695912126792,286,23,2013-12-28,2017-02-09
2896767084,761857649288,332,27,2014-04-12,2021-02-05
1448487459,827110685666,236,27,2018-05-12,2030-03-04
6640027275,986768120619,208,8,2016-10-10,2025-05-26
4134826048,513961084924,254,13,2019-03-21,2029-12-25
1807100428,532283662758,313,16,2014-11-03,2024-10-19
6156168792,837781675837,149,13,2014-07-05,2018-11-27
4188412240,224404315415,49,20,2008-10-28,2013-11-23
7409238075,257924401047,362,15,2019-11-07,2021-06-29
9543599270,844828553769,305,9,2016-11-28,2026-11-11
2584547004,881202184955,19,15,2018-12-14,2023-01-23
3747613589,307388303998,22,9,2016-09-26,2024-11-30
7959879306,468746138009,294,21,2016-05-04,2022-03-20
4990757295,295519024549,192,17,2016-03-07,2022-03-12
2793648976,495410073450,351,11,2010-02-07,2019-10-11
1840695514,849504215825,221,16,2019-08-11,2027-12-03
3108747950,535212379304,198,3,2018-06-29,2027-07-12
8813226403,478164812195,275,1,2008-07-09,2015-10-15
9087565052,952228167672,242,13,2015-10-30,2017-10-10
9014494553,289962712924,317,30,2017-02-26,2027-05-03
6844001691,508520491948,108,25,2010-04-01,2014-11-16
7084478112,151631144824,300,21,2014-05-29,2019-12-27
8586983561,895699921358,235,27,2015-07-13,2021-09-14
9493858148,368866596730,12,5,2012-05-29,2016-09-02
7298699367,261804162209,87,16,2011-01-09,2012-03-12
5858031990,249313207811,69,26,2010-04-02,2021-10-02
2727794652,572540321148,217,29,2016-04-08,2022-12-24
5176609614,207463278551,164,19,2009-11-13,2011-03-28
9144332856,383680855887,21,11,2019-04-30,2025-03-15
6121891170,708349227144,34,10,2015-10-25,2022-05-10
2108058684,492358050525,346,6,2012-07-28,2012-10-30
2111225077,894888810797,183,5,2015-11-11,2025-01-17
3707160101,226099785279,1,0,2014-02-27,2015-06-19
2194346689,776015351872,128,7,2016-12-07,2020-06-07
5437843080,517801665151,192,13,2011-11-19,2015-12-13
8081849586,562855566414,128,14,2010-01-02,2020-01-17
4144876038,950106295845,329,16,2016-12-04,2017-04-07
9423220327,485381621998,65,16,2014-09-18,2025-08-27
4458180537,534735127728,31,26,2014-12-25,2019-06-08
3552792752,260985875879,91,11,2016-08-25,2022-05-10
7690920200,763274142156,318,2,2014-07-18,2016-04-11
4418943740,341357818928,313,17,2010-09-02,2019-03-14
1594749421,690039167461,273,18,2012-09-19,2016-11-29
4808514765,789975831020,292,30,2013-08-24,2024-01-21
1743369331,408720640695,316,21,2011-08-12,2022-10-25
5135191526,790264252292,151,27,2012-02-14,2023-07-31
2559153403,115267606221,276,27,2017-08-08,2018-12-28
7192197219,218081940228,54,3,2014-08-29,2020-10-07
2758417698,552174268836,169,11,2009-02-14,2014-09-16
3006101770,324500898135,349,5,2009-09-07,2015-04-18
5531012280,240423855117,137,3,2018-09-21,2024-03-30
7450364442,190121680568,84,4,2017-07-13,2021-11-15
8005027312,653407967397,207,23,2019-08-15,2026-03-18
2145051709,320172837605,262,28,2018-02-16,2018-04-22
1706295327,243575180636,285,27,2016-05-30,2026-06-10
9466891389,329824479432,174,18,2019-10-03,2030-11-12
7103548300,376225674158,117,30,2012-08-28,2012-12-20
2814332611,487049747546,5,6,2019-02-23,2020-03-30
8231993571,690584447767,336,15,2013-04-05,2021-07-17
8849568155,854430831501,204,8,2009-04-21,2011-05-17
6262082347,972511397651,238,23,2013-06-21,2016-11-21
8763657657,690156771562,197,28,2016-09-20,2017-05-27
6638947419,356157925367,294,1,2015-05-05,2024-02-29
6440700395,522519250443,339,16,2009-09-02,2010-03-10
5656806261,397324084485,80,7,2014-01-23,2021-04-18
9272110240,479415694216,92,30,2009-05-21,2013-11-23
2294929368,755014565391,27,2,2016-05-05,2027-01-22
1246085717,431312502759,234,15,2018-08-24,2019-03-05
5850064421,122960169072,49,9,2015-12-21,2021-08-05
7559048493,288766416277,117,1,2017-05-18,2022-11-24
7775552793,877310880195,149,9,2016-01-18,2022-12-02
1588716434,238089596100,354,5,2011-07-23,2021-04-25
4005216912,685707321673,294,14,2016-12-13,2019-10-19
3678958511,585729085305,120,15,2016-06-13,2026-12-16
1360461111,821641521081,109,0,2010-05-03,2011-01-11
6209764574,607425861945,127,8,2019-06-06,2021-11-10
6097908042,928589455913,244,13,2016-03-25,2027-07-24
6745573484,943085363330,307,17,2012-05-14,2022-03-18
8233082424,767751732253,138,5,2017-04-15,2028-01-16
3518111533,297372106978,121,12,2016-12-02,2028-06-23
2566964104,983095849456,96,20,2008-04-29,2009-09-28
7516569849,906826441706,129,3,2017-03-03,2019-07-14
7302997725,818637833692,315,12,2018-12-30,2027-07-28
3464159434,993159453045,129,14,2019-08-26,2029-06-04
8181009113,361742026712,306,14,2017-06-30,2024-11-06
8962329646,581899033212,37,30,2014-05-24,2022-08-27
4740945386,380353864775,289,15,2011-06-20,2013-07-23
2921872628,877621889170,113,14,2019-02-22,2022-02-26
3859371517,774210097215,18,23,2019-04-03,2026-11-09
3481854681,203884714091,261,13,2015-07-13,2023-06-18
1487217309,970695127528,170,6,2014-02-13,2019-01-06
7294498744,313629836039,189,20,2019-11-13,2021-05-14
8138827243,375029126379,161,14,2013-01-06,2013-02-16
5140428689,887213763954,251,11,2019-04-29,2025-10-26
9251214636,148852467291,262,14,2017-05-19,2027-01-22
8808605617,574859349776,125,19,2019-01-18,2030-12-11
5352017090,797351710839,360,16,2019-10-02,2028-07-11
8681873275,523027842106,245,19,2010-12-28,2019-06-22
5268698299,111645651807,358,1,2016-04-30,2019-08-02
6796547382,814811254619,242,29,2019-07-19,2020-10-31
1142615706,628059111065,130,16,2009-05-18,2014-02-20
9552486015,930167702275,113,3,2015-08-07,2019-04-07
1840371131,319902173777,321,8,2019-08-17,2025-08-13
8516101594,358623778006,155,13,2013-08-30,2024-05-31
2276398241,266229337550,25,25,2011-11-15,2021-09-12
3756125507,420222837701,47,26,2017-02-23,2023-11-14
9417242511,291513671016,52,17,2008-01-19,2013-04-19
9401931407,630550686158,300,15,2012-04-22,2015-02-27
1212402462,655605597952,199,2,2012-11-24,2020-03-25
4927043544,334325000672,84,13,2010-11-12,2016-07-23
3206347423,859883754446,157,9,2019-06-06,2026-10-09
4731862308,402410387852,272,29,2013-04-11,2021-04-24
8562931827,494087251401,162,30,2016-04-09,2023-07-13
9984308477,434282756891,325,14,2010-05-02,2017-11-06
7933505092,667945999342,252,4,2009-03-04,2018-09-23
7300146117,884550812438,114,25,2018-05-28,2019-12-30
1266577139,416850231049,280,24,2015-12-04,2021-05-03
9647095246,570589557082,147,19,2016-12-08,2027-06-22
5180246608,740262351836,354,10,2017-04-20,2024-03-29
7927764838,115998074250,362,3,2010-09-19,2016-05-19
8100617443,545112391422,280,22,2011-07-17,2015-06-07
9068096566,122985092983,105,9,2016-04-21,2028-02-07
8704382793,712664179278,122,25,2011-06-24,2019-03-31
5587532381,993300875701,237,9,2019-12-25,2031-06-28
9362823376,917147848314,242,28,2016-12-12,2017-07-16
8810630104,897173118397,207,17,2014-11-15,2018-10-25
4702961844,182313262844,53,13,2014-03-07,2015-09-05
8008297935,909415703205,352,22,2013-11-09,2017-05-12
9082948511,576043858676,364,22,2013-04-18,2015-05-16
6065686410,678388945311,170,7,2012-07-17,2013-07-01
1866285909,871773184043,197,1,2016-08-30,2021-12-22
2607307151,133650672836,274,11,2017-11-13,2023-04-27
8960735220,343511020887,42,20,2019-12-24,2027-05-08
9824686798,484480675903,173,28,2016-03-17,2022-05-25
5599570022,597036750224,230,5,2018-02-26,2021-05-01
8298840517,205570243823,114,27,2009-12-24,2018-01-29
7141848648,218809653402,3,12,2018-12-15,2027-09-13
8562470373,595306531416,69,21,2010-01-06,2016-09-25
5432592759,588561689059,221,11,2012-02-24,2020-04-11
1479279453,734190367507,183,12,2009-06-09,2018-12-13
6911726355,550879322348,134,11,2015-06-30,2023-12-25
6280132844,595672335422,339,19,2011-05-10,2023-03-04
4068543968,442549730767,329,6,2014-07-28,2015-02-11
9970143377,855542717921,105,5,2014-05-13,2014-09-26
4126510814,134829323360,196,17,2010-03-01,2015-03-17
4803481913,184195238098,157,8,2018-09-12,2030-01-21
4424121962,174148118873,68,1,2019-01-27,2024-06-27
8936828198,201367762289,53,8,2008-03-08,2012-12-22
3168234830,900636603284,217,0,2018-12-27,2023-01-15
6542528747,146748110035,61,7,2008-04-01,2008-08-17
7289725388,241581002114,311,3,2015-01-02,2017-01-13
1081098817,769419756771,362,3,2012-07-09,2022-07-20
1738182697,133785614800,14,7,2009-03-23,2016-03-25
5935421386,783467874368,20,17,2014-01-19,2014-08-19
1147939151,773038418875,308,11,2014-01-19,2020-04-12
4375338640,934995879998,296,18,2009-04-02,2012-07-09
6689650464,440550664995,32,27,2017-01-22,2026-07-14
4378546252,110988947643,164,7,2016-07-18,2019-02-23
1742996097,649258381470,194,19,2010-02-10,2020-02-21
5891384078,689351120923,294,10,2014-08-18,2019-02-17
7057587190,237396157951,122,18,2014-10-30,2022-04-28
9852175221,343019365593,52,23,2009-10-01,2017-12-07
3477325643,860834573202,128,1,2018-05-12,2023-04-15
8622980969,209110591597,280,18,2016-01-03,2020-09-06
2928342899,760232110878,38,21,2009-04-26,2016-11-11
4878183369,831160994516,286,3,2018-12-18,2030-11-01
4808111552,676036330628,177,25,2010-10-05,2015-08-20
2825831612,523947965252,305,23,2012-12-23,2022-10-07
5728426098,819455295317,83,11,2015-07-11,2022-07-09
1074827611,615011445680,259,22,2019-12-12,2022-02-14
3242894738,497900150568,80,17,2011-08-01,2014-10-11
1955832472,828920782487,305,8,2013-08-17,2018-03-31
6271518278,184808715357,210,29,2009-11-14,2015-08-10
5077093422,931971929902,269,10,2013-11-12,2017-09-30
8638711942,833753637005,187,21,2012-02-09,2021-10-27
8368372524,181993883507,181,1,2012-01-31,2021-02-23
3640948178,807519238155,330,4,2011-02-25,2019-08-03
2281460276,112304545652,59,17,2017-04-20,2020-08-29
8244097168,853555806360,198,1,2015-02-18,2017-11-02
2924025757,646862431505,156,22,2015-05-20,2017-11-30
3156511538,100126232777,130,11,2019-05-03,2025-03-01
1963596050,143658820566,332,0,2017-08-08,2017-09-20
9437025097,547666292963,69,13,2014-10-24,2025-03-27
6758766612,415372457679,18,3,2015-01-18,2023-07-16
4445505838,227517998259,127,25,2015-01-09,2021-06-12
1450286235,758941366185,90,28,2016-12-11,2017-05-09
8744349487,703265904779,70,12,2010-04-06,2020-05-28
3014956376,125508011513,155,10,2014-08-07,2020-08-26
3242214386,681091482036,257,17,2012-01-04,2023-06-11
4299038891,308548128748,146,9,2011-11-30,2020-08-22
8409135020,600182145846,270,4,2010-08-16,2018-06-30
3100139015,436063002106,119,26,2019-09-07,2029-04-09
5040060488,914328014529,59,26,2008-10-07,2018-11-30
6415287304,968911887415,84,3,2009-10-25,2019-12-15
3313375160,833063589829,173,8,2014-06-23,2014-06-30
2908420191,399983965731,305,1,2010-01-31,2010-02-06
4177558801,616909996656,3,8,2012-12-23,2014-07-27
4722058768,843173915034,4,14,2019-02-26,2027-03-04
1051106628,397861743308,293,10,2011-01-06,2022-03-17
8764261136,995440870306,287,21,2013-06-18,2021-03-23
2300821677,404994914247,167,26,2013-05-24,2015-06-04
5329234981,381404304323,36,27,2017-11-23,2029-07-14
2017137266,846466395820,170,2,2015-07-31,2016-06-10
3045959579,381814481545,336,9,2010-04-13,2016-08-20
9364031462,712187530055,248,24,2011-12-29,2019-08-04
3170528318,942836983788,153,25,2014-10-25,2020-04-14
4506729446,143633737321,299,10,2012-04-13,2016-05-22
5485680304,887912023070,274,28,2008-02-23,2016-10-12
8003631981,886597624592,227,1,2010-03-28,2011-09-03
4987298834,882041319887,68,30,2019-04-20,2024-04-04
9011932958,548348952526,336,0,2019-02-22,2028-01-01
5040879514,750835827708,115,23,2017-03-25,2025-01-08
2496906148,556697030419,13,24,2010-09-26,2012-06-25
6274366577,657733912100,132,3,2018-12-21,2029-02-09
1110299777,954966572538,48,21,2011-08-24,2023-03-11
1996751023,949706516924,307,15,2015-09-19,2022-08-09
7925132904,454062096371,163,28,2017-02-07,2027-05-01
3448958787,355882536317,306,12,2018-12-26,2029-06-07
3570567123,254936765556,200,9,2016-05-18,2023-03-01
9679096495,407775970727,275,4,2016-03-05,2025-05-10
5022643659,700580021196,73,6,2019-04-04,2025-04-27
9280537664,210292751243,228,7,2010-09-23,2020-10-01
6419470472,217512353627,240,20,2011-01-04,2019-08-02
3146984880,435001721184,91,0,2008-09-16,2017-08-10
5881917270,527079749258,327,29,2016-08-26,2019-08-01
8184070168,156499426323,312,7,2013-03-07,2013-12-24
5536840122,857562827241,339,25,2017-10-26,2020-05-29
3494685227,886584777478,118,7,2016-03-05,2027-07-21
9725842513,432877902931,159,1,2011-05-30,2011-09-29
5954854339,454485313361,336,13,2013-07-24,2020-07-06
4966303408,329095878453,22,27,2017-08-24,2018-03-12
4593271910,222890748045,242,15,2010-09-25,2012-10-07
1688937997,683456959992,168,30,2014-07-19,2024-02-18
2753248424,912012873478,166,14,2009-01-07,2010-12-24
1003101686,622156468408,261,3,2013-04-26,2018-12-21
1229718252,586983353968,125,30,2008-10-12,2014-09-18
9636061029,835044720774,49,30,2011-06-06,2016-06-11
5867773903,256913037631,209,25,2011-08-15,2018-12-27
